ax,ay,az,gx,gy,gz,target
5.96,-0.57,7.92,0.38,-0.1,-0.05,ANOM
6.27,-0.91,7.94,0.38,-0.12,-0.05,ANOM
5.43,-0.63,8.31,0.33,-0.09,-0.08,ANOM
5.34,0.03,8.1,0.31,-0.07,-0.06,ANOM
6.33,-0.35,7.87,0.38,-0.11,-0.04,ANOM
6.43,-0.23,8.25,0.37,-0.13,-0.03,ANOM
5.78,0.08,8.45,0.33,-0.09,-0.07,ANOM
5.2,0.83,8.28,0.3,-0.05,-0.05,ANOM
6.0,0.04,8.04,0.36,-0.09,-0.01,ANOM
6.07,0.34,7.96,0.34,-0.12,0.01,ANOM
5.85,0.44,8.12,0.29,-0.08,-0.03,ANOM
5.77,1.28,8.13,0.27,-0.07,-0.0,ANOM
6.01,-0.02,8.4,0.31,-0.1,0.05,ANOM
5.6,0.35,8.47,0.28,-0.11,0.06,ANOM
5.4,0.54,7.9,0.23,-0.06,0.01,ANOM
5.89,0.8,7.73,0.22,-0.07,0.02,ANOM
6.36,-0.35,8.34,0.24,-0.12,0.08,ANOM
5.66,0.16,8.69,0.22,-0.1,0.07,ANOM
5.44,0.17,8.05,0.19,-0.04,0.01,ANOM
5.7,0.36,7.78,0.18,-0.06,0.03,ANOM
5.89,-1.03,8.21,0.2,-0.1,0.08,ANOM
5.79,-0.42,8.37,0.19,-0.11,0.07,ANOM
5.93,-0.26,8.02,0.19,-0.07,0.01,ANOM
5.75,-0.2,8.12,0.2,-0.07,0.02,ANOM
5.52,-1.69,8.69,0.21,-0.1,0.07,ANOM
5.23,-0.73,8.37,0.22,-0.08,0.06,ANOM
5.89,-0.86,7.75,0.21,-0.06,-0.0,ANOM
6.18,-0.56,7.79,0.22,-0.1,0.01,ANOM
5.62,-1.79,8.79,0.24,-0.13,0.06,ANOM
5.15,-1.17,8.63,0.24,-0.09,0.04,ANOM
5.89,-0.85,7.57,0.25,-0.07,-0.01,ANOM
6.17,-0.93,7.68,0.26,-0.11,-0.0,ANOM
5.77,-2.0,8.64,0.27,-0.13,0.04,ANOM
5.54,-0.87,8.42,0.29,-0.1,0.01,ANOM
6.07,-0.92,7.75,0.31,-0.08,-0.05,ANOM
5.81,-0.78,7.98,0.31,-0.1,-0.04,ANOM
5.31,-1.7,8.77,0.29,-0.11,-0.01,ANOM
5.46,-0.61,8.15,0.33,-0.08,-0.03,ANOM
6.53,-0.81,7.47,0.35,-0.1,-0.07,ANOM
6.14,-0.55,8.03,0.34,-0.12,-0.07,ANOM
5.14,-1.45,9.11,0.31,-0.1,-0.03,ANOM
5.37,-0.32,8.24,0.36,-0.07,-0.06,ANOM
6.31,-0.39,7.41,0.37,-0.09,-0.08,ANOM
6.23,-0.72,8.07,0.34,-0.11,-0.08,ANOM
5.63,-0.73,8.72,0.31,-0.11,-0.04,ANOM
5.79,0.34,8.12,0.36,-0.08,-0.05,ANOM
6.35,0.02,7.72,0.37,-0.09,-0.06,ANOM
5.66,-0.04,8.27,0.33,-0.08,-0.06,ANOM
5.1,-0.1,8.71,0.28,-0.07,-0.01,ANOM
6.04,0.71,7.72,0.35,-0.08,-0.02,ANOM
6.77,0.5,7.62,0.35,-0.11,-0.0,ANOM
5.93,0.32,8.58,0.31,-0.11,-0.01,ANOM
4.89,0.35,8.9,0.25,-0.06,0.03,ANOM
5.58,0.76,7.74,0.31,-0.06,0.03,ANOM
6.51,0.29,7.65,0.29,-0.11,0.05,ANOM
6.0,0.16,8.37,0.24,-0.1,0.02,ANOM
5.38,0.4,8.62,0.19,-0.07,0.06,ANOM
5.89,0.29,7.95,0.26,-0.07,0.05,ANOM
6.15,-0.13,8.06,0.24,-0.1,0.06,ANOM
5.34,-0.25,8.27,0.19,-0.07,0.02,ANOM
5.35,0.1,8.26,0.15,-0.05,0.04,ANOM
6.32,-0.36,7.85,0.23,-0.1,0.06,ANOM
6.0,-0.69,8.38,0.22,-0.12,0.07,ANOM
5.24,-0.71,8.72,0.18,-0.07,0.02,ANOM
5.0,-0.15,8.31,0.16,-0.05,0.03,ANOM
6.01,-1.03,7.92,0.24,-0.1,0.06,ANOM
6.18,-1.08,8.18,0.24,-0.14,0.07,ANOM
5.46,-0.97,8.41,0.2,-0.08,0.01,ANOM
5.39,-0.33,8.11,0.19,-0.06,0.01,ANOM
5.95,-1.16,7.93,0.26,-0.11,0.05,ANOM
5.77,-1.44,8.44,0.26,-0.12,0.04,ANOM
5.52,-1.17,8.01,0.23,-0.07,-0.02,ANOM
5.99,-0.6,7.77,0.23,-0.07,-0.01,ANOM
6.11,-1.75,8.24,0.31,-0.11,0.01,ANOM
5.54,-1.51,8.68,0.3,-0.11,0.0,ANOM
5.3,-1.15,8.18,0.29,-0.06,-0.08,ANOM
5.64,-0.63,7.79,0.3,-0.07,-0.07,ANOM
6.26,-1.94,8.03,0.35,-0.13,-0.02,ANOM
5.71,-1.15,8.58,0.35,-0.12,-0.02,ANOM
5.66,-0.96,8.14,0.33,-0.06,-0.09,ANOM
5.82,-0.13,7.81,0.34,-0.06,-0.08,ANOM
5.83,-1.43,8.44,0.38,-0.11,-0.03,ANOM
5.43,-0.61,8.41,0.36,-0.1,-0.04,ANOM
5.99,-0.22,7.67,0.36,-0.08,-0.09,ANOM
6.14,0.38,7.91,0.36,-0.1,-0.07,ANOM
5.75,-0.81,8.95,0.36,-0.12,-0.01,ANOM
5.15,0.4,8.59,0.35,-0.07,-0.02,ANOM
5.64,0.57,7.73,0.34,-0.05,-0.07,ANOM
6.03,0.85,7.69,0.33,-0.08,-0.04,ANOM
5.98,-0.34,8.68,0.32,-0.13,0.02,ANOM
5.59,0.81,8.55,0.32,-0.09,0.01,ANOM
5.9,0.75,7.86,0.31,-0.07,-0.03,ANOM
5.69,0.91,7.95,0.29,-0.07,-0.01,ANOM
5.42,-0.32,8.67,0.26,-0.09,0.05,ANOM
5.46,0.75,8.12,0.26,-0.08,0.05,ANOM
6.37,0.6,7.67,0.24,-0.08,0.01,ANOM
6.08,0.62,8.19,0.22,-0.1,0.03,ANOM
5.21,-0.63,9.04,0.19,-0.09,0.08,ANOM
5.14,0.35,8.35,0.21,-0.06,0.06,ANOM
6.27,0.02,7.48,0.22,-0.08,0.03,ANOM
6.2,-0.07,7.81,0.2,-0.1,0.03,ANOM
5.58,-1.07,8.98,0.17,-0.12,0.09,ANOM
5.25,-0.02,8.44,0.21,-0.07,0.06,ANOM
6.05,-0.45,7.76,0.22,-0.07,0.03,ANOM
5.8,-0.74,8.05,0.2,-0.1,0.03,ANOM
5.39,-1.32,8.82,0.16,-0.09,0.07,ANOM
5.7,-0.56,8.15,0.21,-0.08,0.06,ANOM
6.49,-0.69,7.58,0.24,-0.1,0.03,ANOM
5.67,-1.11,8.48,0.22,-0.1,0.01,ANOM
4.9,-1.6,9.03,0.19,-0.08,0.04,ANOM
5.61,-0.9,8.04,0.24,-0.08,0.03,ANOM
6.67,-1.12,7.52,0.29,-0.12,0.01,ANOM
6.02,-1.23,8.3,0.26,-0.12,-0.01,ANOM
5.14,-1.4,8.97,0.23,-0.09,0.0,ANOM
5.44,-0.83,8.08,0.31,-0.07,-0.01,ANOM
6.31,-1.24,7.68,0.32,-0.1,-0.03,ANOM
5.78,-1.18,8.15,0.3,-0.1,-0.06,ANOM
5.44,-1.07,8.58,0.27,-0.09,-0.04,ANOM
5.95,-0.7,7.88,0.36,-0.08,-0.04,ANOM
6.32,-1.08,7.88,0.37,-0.11,-0.04,ANOM
5.44,-1.18,8.46,0.35,-0.08,-0.08,ANOM
5.11,-0.78,8.5,0.31,-0.06,-0.05,ANOM
6.15,-0.73,7.74,0.39,-0.09,-0.05,ANOM
6.54,-0.64,7.93,0.4,-0.14,-0.04,ANOM
5.98,-0.68,8.39,0.35,-0.11,-0.07,ANOM
5.3,0.02,8.52,0.33,-0.08,-0.06,ANOM
5.75,-0.1,8.01,0.39,-0.09,-0.03,ANOM
6.08,-0.22,7.94,0.37,-0.11,-0.03,ANOM
5.87,0.02,8.07,0.32,-0.09,-0.06,ANOM
5.71,0.74,8.26,0.29,-0.07,-0.04,ANOM
6.14,0.44,8.11,0.36,-0.09,-0.02,ANOM
6.08,0.34,8.3,0.34,-0.11,-0.0,ANOM
5.36,0.52,8.2,0.29,-0.07,-0.05,ANOM
5.36,1.07,8.02,0.24,-0.06,-0.01,ANOM
6.4,0.33,8.03,0.31,-0.11,0.03,ANOM
6.11,0.45,8.44,0.28,-0.13,0.05,ANOM
5.61,0.35,8.52,0.23,-0.08,0.01,ANOM
5.2,1.06,8.28,0.2,-0.05,0.03,ANOM
5.99,-0.2,8.06,0.25,-0.09,0.07,ANOM
6.0,-0.02,8.11,0.23,-0.12,0.09,ANOM
5.9,0.02,8.06,0.19,-0.08,0.03,ANOM
5.77,0.63,8.03,0.17,-0.06,0.04,ANOM
5.94,-0.96,8.48,0.22,-0.11,0.09,ANOM
5.58,-0.56,8.59,0.2,-0.1,0.08,ANOM
5.35,-0.45,7.96,0.17,-0.06,0.02,ANOM
5.93,-0.07,7.72,0.17,-0.07,0.03,ANOM
6.11,-1.52,8.49,0.22,-0.12,0.08,ANOM
5.38,-1.02,8.74,0.21,-0.1,0.07,ANOM
5.53,-0.86,8.0,0.2,-0.05,-0.0,ANOM
5.91,-0.51,7.66,0.21,-0.08,0.01,ANOM
5.78,-1.85,8.25,0.24,-0.13,0.06,ANOM
5.68,-1.39,8.56,0.24,-0.11,0.05,ANOM
6.02,-0.91,7.84,0.24,-0.08,-0.02,ANOM
5.89,-0.82,8.01,0.25,-0.09,-0.0,ANOM
5.5,-2.1,8.76,0.27,-0.11,0.03,ANOM
5.3,-1.15,8.46,0.29,-0.09,0.01,ANOM
6.04,-1.18,7.63,0.31,-0.08,-0.06,ANOM
6.2,-0.73,7.77,0.31,-0.11,-0.05,ANOM
5.71,-1.87,8.78,0.33,-0.12,-0.01,ANOM
5.27,-0.81,8.37,0.34,-0.08,-0.04,ANOM
6.07,-0.85,7.59,0.34,-0.07,-0.09,ANOM
5.87,-0.25,7.69,0.34,-0.08,-0.09,ANOM
5.75,-1.57,8.64,0.34,-0.11,-0.03,ANOM
5.75,-0.37,8.45,0.36,-0.09,-0.05,ANOM
6.06,-0.01,7.7,0.36,-0.07,-0.09,ANOM
5.83,-0.04,8.13,0.35,-0.08,-0.08,ANOM
5.31,-0.74,8.62,0.33,-0.1,-0.02,ANOM
5.37,0.23,8.26,0.35,-0.07,-0.03,ANOM
6.35,0.4,7.47,0.35,-0.08,-0.06,ANOM
6.3,0.53,8.03,0.33,-0.11,-0.03,ANOM
5.4,-0.35,9.07,0.31,-0.1,0.02,ANOM
5.15,0.69,8.46,0.33,-0.05,0.0,ANOM
6.2,0.58,7.46,0.32,-0.07,-0.02,ANOM
6.02,0.58,7.77,0.29,-0.09,-0.01,ANOM
5.72,-0.29,8.75,0.25,-0.11,0.05,ANOM
5.67,0.82,8.28,0.28,-0.07,0.03,ANOM
6.16,0.42,7.88,0.26,-0.07,0.01,ANOM
5.6,0.23,8.18,0.23,-0.07,0.01,ANOM
5.13,-0.29,8.74,0.18,-0.07,0.06,ANOM
5.87,0.29,7.99,0.24,-0.07,0.05,ANOM
6.59,0.03,7.7,0.23,-0.1,0.03,ANOM
5.82,-0.24,8.55,0.21,-0.1,0.03,ANOM
4.9,-0.56,9.0,0.17,-0.06,0.06,ANOM
5.4,-0.19,8.11,0.23,-0.06,0.05,ANOM
6.28,-0.55,7.63,0.23,-0.1,0.04,ANOM
5.87,-0.76,8.29,0.2,-0.1,0.03,ANOM
5.4,-0.82,8.78,0.17,-0.09,0.06,ANOM
5.65,-0.61,8.15,0.24,-0.08,0.05,ANOM
6.01,-0.84,7.91,0.24,-0.1,0.03,ANOM
5.54,-1.08,8.2,0.21,-0.09,0.0,ANOM
5.4,-1.0,8.45,0.19,-0.08,0.03,ANOM
6.02,-0.9,7.92,0.26,-0.1,0.04,ANOM
6.09,-1.1,8.03,0.28,-0.12,0.02,ANOM
5.42,-1.23,8.54,0.24,-0.09,-0.02,ANOM
5.03,-1.1,8.55,0.22,-0.07,0.01,ANOM
5.7,-1.16,7.92,0.3,-0.09,0.01,ANOM
6.41,-1.3,7.9,0.32,-0.13,-0.0,ANOM
5.71,-1.2,8.5,0.3,-0.11,-0.05,ANOM
5.14,-0.99,8.58,0.29,-0.08,-0.04,ANOM
5.68,-1.12,8.12,0.36,-0.09,-0.03,ANOM
6.08,-1.03,7.94,0.37,-0.12,-0.04,ANOM
5.77,-1.16,8.18,0.34,-0.1,-0.08,ANOM
5.65,-0.55,8.22,0.31,-0.08,-0.06,ANOM
6.18,-0.81,8.04,0.38,-0.1,-0.05,ANOM
6.03,-0.67,8.19,0.39,-0.12,-0.06,ANOM
5.54,-0.63,8.41,0.34,-0.08,-0.1,ANOM
5.33,0.18,8.06,0.32,-0.07,-0.08,ANOM
6.17,-0.34,7.81,0.38,-0.11,-0.04,ANOM
6.46,-0.06,8.1,0.37,-0.13,-0.04,ANOM
5.67,0.32,8.34,0.32,-0.07,-0.07,ANOM
5.47,0.91,8.19,0.3,-0.05,-0.05,ANOM
5.85,0.29,8.09,0.35,-0.08,0.0,ANOM
5.98,0.31,8.09,0.33,-0.11,0.02,ANOM
5.8,0.62,7.91,0.28,-0.07,-0.02,ANOM
5.9,1.17,8.17,0.26,-0.07,0.01,ANOM
6.11,0.09,8.45,0.3,-0.1,0.05,ANOM
5.53,0.46,8.53,0.27,-0.08,0.06,ANOM
5.57,0.54,7.83,0.23,-0.05,0.01,ANOM
5.64,0.91,7.84,0.19,-0.05,0.03,ANOM
6.35,-0.39,8.24,0.24,-0.11,0.08,ANOM
5.87,0.1,8.58,0.21,-0.11,0.08,ANOM
5.51,-0.01,8.26,0.18,-0.05,0.02,ANOM
5.42,0.36,7.91,0.17,-0.05,0.03,ANOM
5.87,-1.12,8.3,0.2,-0.1,0.09,ANOM
5.66,-0.57,8.33,0.2,-0.1,0.08,ANOM
5.82,-0.49,7.96,0.18,-0.07,0.02,ANOM
5.7,-0.13,8.03,0.18,-0.07,0.03,ANOM
5.48,-1.48,8.58,0.21,-0.1,0.08,ANOM
5.29,-0.93,8.49,0.21,-0.08,0.07,ANOM
5.83,-0.89,7.8,0.2,-0.07,0.01,ANOM
6.06,-0.49,7.8,0.21,-0.1,0.02,ANOM
5.88,-1.7,8.49,0.23,-0.13,0.07,ANOM
5.43,-1.34,8.67,0.24,-0.1,0.05,ANOM
5.7,-0.94,7.88,0.24,-0.07,-0.02,ANOM
5.92,-0.92,7.84,0.24,-0.1,-0.01,ANOM
5.83,-1.88,8.57,0.26,-0.13,0.03,ANOM
5.7,-0.93,8.38,0.29,-0.11,0.0,ANOM
6.06,-0.94,7.87,0.3,-0.09,-0.06,ANOM
5.82,-0.8,8.08,0.29,-0.09,-0.05,ANOM
5.49,-1.81,8.63,0.3,-0.11,-0.01,ANOM
5.45,-0.79,8.22,0.33,-0.09,-0.03,ANOM
6.41,-0.87,7.64,0.34,-0.1,-0.07,ANOM
6.06,-0.57,7.9,0.34,-0.11,-0.08,ANOM
5.56,-1.56,8.78,0.34,-0.12,-0.02,ANOM
5.39,-0.68,8.52,0.37,-0.08,-0.05,ANOM
5.98,-0.32,7.6,0.37,-0.08,-0.09,ANOM
5.95,-0.17,7.79,0.36,-0.09,-0.08,ANOM
5.78,-0.97,8.57,0.33,-0.11,-0.02,ANOM
5.9,0.11,8.29,0.37,-0.1,-0.03,ANOM
6.09,0.21,7.91,0.35,-0.09,-0.06,ANOM
5.77,0.3,8.25,0.33,-0.08,-0.06,ANOM
5.34,-0.32,8.6,0.3,-0.08,-0.0,ANOM
5.72,0.29,8.03,0.34,-0.08,-0.01,ANOM
6.54,0.51,7.68,0.34,-0.1,-0.03,ANOM
5.99,0.5,8.41,0.31,-0.09,-0.04,ANOM
5.41,-0.06,8.92,0.28,-0.09,0.02,ANOM
5.3,0.57,8.32,0.3,-0.06,0.01,ANOM
5.94,0.52,7.61,0.29,-0.07,0.0,ANOM
6.05,0.34,7.95,0.25,-0.08,0.01,ANOM
5.62,0.05,8.82,0.21,-0.09,0.06,ANOM
5.54,0.33,8.38,0.26,-0.07,0.05,ANOM
5.97,0.14,7.92,0.25,-0.08,0.04,ANOM
5.63,0.05,8.1,0.22,-0.07,0.02,ANOM
5.2,-0.53,8.68,0.18,-0.08,0.06,ANOM
5.83,-0.03,7.98,0.24,-0.08,0.06,ANOM
6.43,-0.15,7.87,0.24,-0.1,0.04,ANOM
5.62,-0.59,8.5,0.2,-0.08,0.03,ANOM
4.93,-0.64,8.66,0.16,-0.06,0.05,ANOM
5.35,-0.4,8.14,0.22,-0.07,0.05,ANOM
6.26,-0.78,7.64,0.24,-0.1,0.03,ANOM
6.01,-1.1,8.26,0.22,-0.11,0.01,ANOM
5.2,-1.02,8.67,0.19,-0.09,0.03,ANOM
5.59,-1.12,8.16,0.26,-0.09,0.03,ANOM
6.04,-1.15,7.8,0.29,-0.12,0.01,ANOM
5.7,-1.31,8.19,0.25,-0.11,-0.02,ANOM
5.34,-1.3,8.51,0.23,-0.09,-0.01,ANOM
5.95,-1.13,8.07,0.3,-0.1,0.0,ANOM
6.2,-1.34,8.03,0.32,-0.11,-0.01,ANOM
5.53,-1.25,8.32,0.29,-0.08,-0.05,ANOM
5.26,-0.92,8.36,0.27,-0.07,-0.04,ANOM
5.76,-1.06,8.03,0.34,-0.09,-0.03,ANOM
6.42,-1.09,7.87,0.37,-0.13,-0.03,ANOM
5.79,-0.83,8.33,0.34,-0.09,-0.08,ANOM
5.31,-0.36,8.42,0.31,-0.07,-0.06,ANOM
5.73,-0.64,8.08,0.38,-0.08,-0.04,ANOM
5.93,-0.54,7.98,0.37,-0.11,-0.03,ANOM
5.76,-0.44,7.98,0.34,-0.09,-0.07,ANOM
5.73,0.36,8.11,0.31,-0.09,-0.04,ANOM
6.17,-0.12,8.24,0.37,-0.11,-0.02,ANOM
5.94,0.03,8.33,0.36,-0.11,-0.01,ANOM
5.54,0.34,8.08,0.31,-0.07,-0.05,ANOM
5.64,0.94,7.8,0.29,-0.06,-0.04,ANOM
6.22,0.07,7.86,0.32,-0.11,0.01,ANOM
6.28,0.38,8.29,0.31,-0.12,0.02,ANOM
5.73,0.52,8.32,0.26,-0.07,-0.02,ANOM
5.44,1.01,8.19,0.24,-0.05,-0.0,ANOM
5.76,-0.14,8.2,0.26,-0.09,0.05,ANOM
5.79,0.11,8.1,0.25,-0.1,0.06,ANOM
5.94,0.24,7.85,0.22,-0.08,0.01,ANOM
5.98,0.71,8.0,0.2,-0.08,0.03,ANOM
5.87,-0.6,8.52,0.23,-0.1,0.08,ANOM
5.34,-0.23,8.58,0.22,-0.08,0.08,ANOM
5.57,-0.12,7.84,0.2,-0.05,0.02,ANOM
5.98,0.15,7.77,0.19,-0.07,0.03,ANOM
6.07,-1.16,8.65,0.21,-0.12,0.08,ANOM
5.62,-0.66,8.6,0.21,-0.11,0.07,ANOM
5.55,-0.52,8.02,0.2,-0.06,0.01,ANOM
5.63,-0.29,7.92,0.2,-0.06,0.01,ANOM
5.68,-1.57,8.53,0.22,-0.11,0.07,ANOM
5.62,-0.97,8.49,0.23,-0.1,0.05,ANOM
6.0,-0.68,7.88,0.22,-0.08,-0.0,ANOM
5.84,-0.64,7.97,0.23,-0.09,0.0,ANOM
5.45,-1.77,8.75,0.24,-0.11,0.05,ANOM
5.32,-1.22,8.62,0.24,-0.09,0.04,ANOM
6.15,-0.81,7.47,0.27,-0.08,-0.02,ANOM
6.3,-0.84,7.75,0.27,-0.12,-0.01,ANOM
5.54,-1.82,8.89,0.27,-0.12,0.02,ANOM
5.15,-0.7,8.45,0.3,-0.08,-0.01,ANOM
5.99,-0.82,7.62,0.32,-0.07,-0.06,ANOM
5.99,-0.66,7.66,0.31,-0.1,-0.05,ANOM
5.64,-1.68,8.69,0.28,-0.12,-0.0,ANOM
5.63,-0.39,8.24,0.33,-0.09,-0.03,ANOM
6.26,-0.68,7.74,0.34,-0.09,-0.05,ANOM
5.83,-0.58,8.2,0.34,-0.09,-0.07,ANOM
5.12,-1.35,8.86,0.3,-0.09,-0.02,ANOM
5.49,-0.41,8.1,0.36,-0.07,-0.04,ANOM
6.52,-0.34,7.46,0.38,-0.1,-0.06,ANOM
6.16,-0.45,8.2,0.35,-0.11,-0.07,ANOM
5.3,-0.74,8.94,0.32,-0.1,-0.03,ANOM
5.44,0.14,8.19,0.36,-0.08,-0.03,ANOM
6.0,-0.02,7.66,0.36,-0.09,-0.04,ANOM
5.88,-0.15,7.96,0.33,-0.09,-0.05,ANOM
5.63,-0.33,8.68,0.29,-0.09,-0.0,ANOM
5.88,0.4,8.1,0.34,-0.09,-0.01,ANOM
6.22,0.23,7.95,0.34,-0.1,-0.02,ANOM
5.69,0.24,8.4,0.3,-0.08,-0.04,ANOM
5.13,0.1,8.65,0.25,-0.07,0.01,ANOM
5.77,0.57,7.75,0.3,-0.08,0.01,ANOM
6.59,0.35,7.81,0.29,-0.11,0.01,ANOM
5.83,0.21,8.55,0.24,-0.08,-0.01,ANOM
5.05,0.35,8.71,0.2,-0.05,0.03,ANOM
5.58,0.26,7.85,0.26,-0.06,0.04,ANOM
6.09,-0.1,7.77,0.25,-0.1,0.04,ANOM
5.95,-0.23,8.13,0.21,-0.09,0.02,ANOM
5.49,0.14,8.46,0.18,-0.08,0.05,ANOM
5.92,-0.23,8.11,0.25,-0.08,0.06,ANOM
