ax,ay,az,gx,gy,gz,target
5.61,-0.49,7.83,0.33,-0.07,0.11,MOV
6.11,-1.21,8.15,0.37,-0.11,0.16,MOV
6.55,-0.91,7.85,0.4,-0.14,0.17,MOV
6.53,-0.72,7.75,0.37,-0.12,0.11,MOV
5.85,-0.47,8.12,0.33,-0.09,0.1,MOV
5.82,-1.18,8.35,0.36,-0.1,0.15,MOV
6.09,-1.0,7.92,0.39,-0.12,0.16,MOV
6.4,-0.79,7.47,0.36,-0.1,0.1,MOV
6.17,-0.55,7.71,0.33,-0.1,0.1,MOV
6.25,-1.14,8.27,0.36,-0.12,0.15,MOV
6.16,-0.98,8.04,0.38,-0.12,0.15,MOV
5.97,-0.77,7.77,0.35,-0.09,0.09,MOV
5.83,-0.57,7.63,0.32,-0.08,0.08,MOV
6.26,-1.28,8.1,0.35,-0.12,0.14,MOV
6.52,-0.95,7.82,0.38,-0.13,0.14,MOV
6.38,-0.74,7.82,0.35,-0.11,0.09,MOV
5.73,-0.54,8.05,0.32,-0.08,0.08,MOV
5.76,-1.27,8.22,0.34,-0.1,0.13,MOV
6.14,-1.0,7.81,0.37,-0.11,0.14,MOV
6.56,-0.77,7.47,0.35,-0.11,0.08,MOV
6.25,-0.56,7.75,0.31,-0.1,0.07,MOV
6.1,-1.21,8.35,0.33,-0.11,0.12,MOV
6.01,-0.91,8.06,0.36,-0.11,0.12,MOV
6.07,-0.81,7.62,0.34,-0.08,0.06,MOV
6.04,-0.67,7.6,0.3,-0.09,0.05,MOV
6.24,-1.19,8.12,0.32,-0.12,0.11,MOV
6.48,-0.87,7.92,0.36,-0.13,0.11,MOV
6.31,-0.78,7.86,0.34,-0.1,0.06,MOV
5.67,-0.65,7.98,0.3,-0.07,0.04,MOV
5.77,-1.24,8.13,0.31,-0.1,0.1,MOV
6.28,-1.02,7.84,0.36,-0.12,0.11,MOV
6.62,-0.77,7.66,0.34,-0.11,0.06,MOV
6.16,-0.65,7.95,0.3,-0.1,0.05,MOV
5.79,-1.17,8.38,0.32,-0.1,0.1,MOV
5.93,-1.02,8.08,0.36,-0.11,0.11,MOV
6.21,-0.83,7.55,0.34,-0.09,0.06,MOV
6.22,-0.71,7.59,0.3,-0.1,0.05,MOV
6.16,-1.13,8.18,0.33,-0.12,0.11,MOV
6.35,-0.99,8.0,0.37,-0.13,0.12,MOV
6.11,-0.77,7.89,0.34,-0.09,0.07,MOV
5.66,-0.68,7.76,0.3,-0.07,0.05,MOV
5.93,-1.24,8.02,0.32,-0.1,0.11,MOV
6.42,-1.06,7.93,0.37,-0.12,0.12,MOV
6.52,-0.74,7.8,0.34,-0.11,0.07,MOV
6.03,-0.65,7.97,0.3,-0.09,0.05,MOV
5.71,-1.18,8.24,0.32,-0.09,0.1,MOV
5.93,-1.12,8.01,0.36,-0.1,0.12,MOV
6.37,-0.79,7.49,0.34,-0.1,0.06,MOV
6.33,-0.7,7.69,0.3,-0.1,0.05,MOV
6.08,-1.12,8.14,0.32,-0.11,0.1,MOV
6.18,-1.04,8.08,0.36,-0.12,0.12,MOV
6.04,-0.77,7.79,0.34,-0.08,0.06,MOV
5.77,-0.7,7.63,0.29,-0.08,0.04,MOV
6.08,-1.17,7.84,0.31,-0.11,0.09,MOV
6.4,-1.0,7.95,0.36,-0.12,0.11,MOV
6.33,-0.75,7.89,0.34,-0.1,0.06,MOV
5.79,-0.74,8.09,0.29,-0.08,0.04,MOV
5.66,-1.14,8.04,0.31,-0.09,0.08,MOV
6.0,-1.1,7.87,0.34,-0.1,0.1,MOV
6.55,-0.88,7.56,0.33,-0.11,0.05,MOV
6.24,-0.63,7.85,0.28,-0.1,0.03,MOV
5.88,-1.12,8.16,0.31,-0.1,0.08,MOV
5.97,-1.13,8.11,0.35,-0.11,0.1,MOV
6.01,-0.84,7.71,0.32,-0.08,0.05,MOV
5.94,-0.76,7.63,0.28,-0.08,0.03,MOV
6.23,-1.08,7.85,0.3,-0.11,0.08,MOV
6.29,-1.16,8.06,0.35,-0.12,0.1,MOV
6.13,-0.89,7.93,0.33,-0.1,0.05,MOV
5.66,-0.62,7.78,0.28,-0.06,0.02,MOV
5.73,-1.12,7.9,0.3,-0.09,0.07,MOV
6.23,-1.26,7.79,0.34,-0.12,0.1,MOV
6.64,-0.86,7.69,0.33,-0.11,0.05,MOV
6.04,-0.59,7.99,0.28,-0.09,0.02,MOV
5.79,-1.1,8.13,0.3,-0.09,0.07,MOV
5.87,-1.24,8.0,0.33,-0.1,0.09,MOV
6.11,-0.95,7.58,0.32,-0.09,0.04,MOV
6.08,-0.69,7.61,0.27,-0.08,0.02,MOV
6.35,-1.02,7.96,0.3,-0.11,0.06,MOV
6.15,-1.26,8.15,0.34,-0.12,0.09,MOV
5.98,-0.9,7.88,0.32,-0.09,0.05,MOV
5.74,-0.61,7.57,0.27,-0.06,0.01,MOV
5.91,-1.14,7.82,0.29,-0.09,0.06,MOV
6.41,-1.26,7.84,0.33,-0.12,0.08,MOV
6.52,-0.87,7.85,0.32,-0.11,0.05,MOV
5.86,-0.59,8.03,0.28,-0.07,0.01,MOV
5.75,-1.06,8.07,0.29,-0.08,0.05,MOV
6.03,-1.33,8.01,0.32,-0.1,0.08,MOV
6.26,-1.02,7.58,0.32,-0.1,0.04,MOV
6.25,-0.6,7.66,0.27,-0.09,0.01,MOV
6.22,-1.02,8.11,0.3,-0.11,0.05,MOV
5.99,-1.3,8.21,0.33,-0.11,0.07,MOV
5.91,-0.91,7.86,0.31,-0.08,0.04,MOV
5.95,-0.6,7.51,0.27,-0.06,-0.0,MOV
6.13,-1.08,7.81,0.29,-0.09,0.04,MOV
6.5,-1.27,8.0,0.33,-0.12,0.07,MOV
6.26,-0.94,8.06,0.31,-0.1,0.04,MOV
5.7,-0.5,7.94,0.27,-0.05,-0.01,MOV
5.77,-1.05,8.02,0.28,-0.08,0.03,MOV
6.21,-1.36,7.96,0.32,-0.11,0.07,MOV
6.38,-1.02,7.73,0.31,-0.11,0.04,MOV
6.29,-0.47,7.78,0.27,-0.08,-0.0,MOV
6.05,-1.04,8.26,0.29,-0.09,0.03,MOV
5.91,-1.36,8.23,0.31,-0.1,0.06,MOV
5.87,-0.94,7.73,0.3,-0.08,0.03,MOV
6.22,-0.57,7.41,0.27,-0.07,-0.01,MOV
6.4,-1.08,7.88,0.28,-0.1,0.03,MOV
6.42,-1.33,8.25,0.31,-0.12,0.06,MOV
5.94,-0.94,8.09,0.3,-0.09,0.02,MOV
5.74,-0.45,7.63,0.26,-0.05,-0.02,MOV
6.02,-1.17,7.93,0.28,-0.09,0.02,MOV
6.35,-1.4,8.05,0.3,-0.12,0.05,MOV
6.39,-0.91,7.89,0.3,-0.1,0.02,MOV
6.17,-0.5,7.83,0.27,-0.07,-0.02,MOV
5.92,-1.08,8.2,0.28,-0.08,0.01,MOV
5.83,-1.39,8.15,0.3,-0.1,0.05,MOV
6.03,-0.97,7.66,0.29,-0.08,0.01,MOV
6.46,-0.57,7.37,0.26,-0.08,-0.02,MOV
6.37,-1.04,8.12,0.28,-0.1,0.01,MOV
6.15,-1.38,8.39,0.31,-0.11,0.05,MOV
5.78,-0.88,8.03,0.29,-0.07,0.01,MOV
5.86,-0.52,7.36,0.26,-0.06,-0.03,MOV
6.26,-1.18,7.83,0.27,-0.1,0.01,MOV
6.39,-1.36,8.19,0.3,-0.13,0.05,MOV
6.09,-0.78,7.98,0.29,-0.08,0.01,MOV
6.03,-0.47,7.77,0.26,-0.06,-0.03,MOV
5.87,-1.12,8.04,0.28,-0.08,0.01,MOV
5.84,-1.47,8.09,0.29,-0.1,0.04,MOV
6.18,-0.82,7.66,0.29,-0.09,0.0,MOV
6.58,-0.43,7.46,0.27,-0.08,-0.03,MOV
6.21,-1.21,8.16,0.28,-0.1,0.01,MOV
5.87,-1.47,8.44,0.29,-0.11,0.04,MOV
5.61,-0.7,7.77,0.28,-0.06,-0.0,MOV
6.18,-0.5,7.18,0.26,-0.06,-0.03,MOV
6.56,-1.29,7.89,0.28,-0.12,0.01,MOV
6.14,-1.39,8.51,0.29,-0.12,0.04,MOV
5.85,-0.61,7.92,0.29,-0.07,-0.01,MOV
6.0,-0.4,7.57,0.27,-0.05,-0.04,MOV
5.94,-1.32,7.93,0.27,-0.09,0.0,MOV
5.94,-1.5,8.17,0.28,-0.11,0.04,MOV
6.34,-0.62,7.64,0.29,-0.08,-0.01,MOV
6.57,-0.41,7.52,0.27,-0.08,-0.03,MOV
5.98,-1.44,8.21,0.27,-0.1,0.01,MOV
5.59,-1.42,8.44,0.28,-0.1,0.04,MOV
5.74,-0.64,7.46,0.28,-0.06,-0.01,MOV
6.55,-0.56,7.17,0.27,-0.08,-0.03,MOV
6.57,-1.44,8.07,0.27,-0.13,0.01,MOV
5.79,-1.22,8.54,0.28,-0.1,0.04,MOV
5.83,-0.59,7.72,0.3,-0.06,-0.02,MOV
6.04,-0.45,7.37,0.27,-0.06,-0.04,MOV
6.07,-1.55,7.93,0.26,-0.1,0.0,MOV
6.07,-1.24,8.15,0.27,-0.11,0.03,MOV
6.44,-0.6,7.72,0.3,-0.08,-0.01,MOV
6.37,-0.54,7.69,0.28,-0.08,-0.03,MOV
5.82,-1.5,8.18,0.26,-0.09,0.0,MOV
5.46,-1.16,8.26,0.27,-0.08,0.03,MOV
6.09,-0.72,7.37,0.29,-0.07,-0.02,MOV
6.8,-0.53,7.35,0.27,-0.09,-0.03,MOV
6.33,-1.47,8.31,0.26,-0.12,0.01,MOV
5.51,-0.99,8.51,0.27,-0.08,0.03,MOV
5.94,-0.63,7.48,0.3,-0.06,-0.02,MOV
6.16,-0.5,7.25,0.27,-0.07,-0.04,MOV
6.28,-1.65,8.0,0.26,-0.11,0.01,MOV
6.04,-0.98,8.27,0.27,-0.11,0.03,MOV
6.32,-0.68,7.75,0.3,-0.08,-0.01,MOV
6.24,-0.57,7.66,0.28,-0.07,-0.03,MOV
5.78,-1.52,8.13,0.25,-0.09,0.0,MOV
5.5,-1.09,8.13,0.27,-0.08,0.02,MOV
6.45,-0.73,7.39,0.29,-0.08,-0.02,MOV
6.83,-0.54,7.56,0.28,-0.1,-0.03,MOV
6.03,-1.5,8.49,0.25,-0.11,0.01,MOV
5.37,-0.92,8.36,0.27,-0.07,0.02,MOV
6.09,-0.74,7.3,0.3,-0.07,-0.02,MOV
6.44,-0.69,7.23,0.27,-0.08,-0.04,MOV
6.37,-1.55,8.1,0.25,-0.12,0.01,MOV
5.93,-0.84,8.35,0.27,-0.1,0.02,MOV
6.19,-0.73,7.63,0.31,-0.07,-0.01,MOV
6.2,-0.66,7.54,0.28,-0.07,-0.04,MOV
5.85,-1.49,8.11,0.24,-0.1,0.0,MOV
5.74,-0.97,8.02,0.26,-0.09,0.02,MOV
6.72,-0.71,7.44,0.3,-0.09,-0.01,MOV
6.64,-0.69,7.8,0.28,-0.1,-0.03,MOV
5.72,-1.4,8.46,0.24,-0.09,-0.0,MOV
5.37,-0.78,8.05,0.27,-0.07,0.01,MOV
6.41,-0.94,7.26,0.3,-0.08,-0.01,MOV
6.66,-0.79,7.4,0.27,-0.1,-0.03,MOV
6.31,-1.36,8.25,0.24,-0.11,0.0,MOV
5.74,-0.83,8.42,0.27,-0.09,0.01,MOV
6.11,-0.79,7.57,0.3,-0.07,-0.01,MOV
6.24,-0.82,7.42,0.27,-0.08,-0.04,MOV
6.05,-1.38,8.11,0.23,-0.1,-0.01,MOV
6.03,-0.9,8.0,0.27,-0.1,0.01,MOV
6.65,-0.75,7.6,0.3,-0.09,-0.01,MOV
6.35,-0.81,7.88,0.27,-0.08,-0.04,MOV
5.55,-1.22,8.3,0.23,-0.08,-0.01,MOV
5.59,-0.99,8.07,0.26,-0.07,0.0,MOV
6.68,-0.88,7.38,0.3,-0.1,-0.01,MOV
6.82,-0.79,7.54,0.27,-0.1,-0.04,MOV
6.09,-1.21,8.46,0.24,-0.1,-0.01,MOV
5.54,-0.93,8.43,0.27,-0.07,0.0,MOV
6.11,-0.81,7.4,0.3,-0.07,-0.02,MOV
6.47,-0.91,7.37,0.26,-0.09,-0.04,MOV
6.17,-1.19,8.16,0.23,-0.1,-0.02,MOV
6.07,-0.89,8.22,0.26,-0.1,0.0,MOV
6.5,-0.85,7.67,0.3,-0.09,-0.02,MOV
6.22,-0.83,7.72,0.27,-0.08,-0.04,MOV
5.63,-1.2,8.18,0.22,-0.08,-0.03,MOV
5.9,-0.99,7.95,0.25,-0.08,-0.01,MOV
6.83,-0.88,7.56,0.3,-0.11,-0.02,MOV
6.76,-0.8,7.71,0.26,-0.1,-0.05,MOV
5.83,-1.14,8.49,0.22,-0.08,-0.04,MOV
5.46,-0.87,8.22,0.25,-0.06,-0.02,MOV
6.33,-0.95,7.36,0.29,-0.08,-0.03,MOV
6.69,-0.9,7.45,0.24,-0.1,-0.07,MOV
6.13,-1.04,8.29,0.2,-0.09,-0.06,MOV
5.89,-0.89,8.36,0.24,-0.09,-0.03,MOV
6.3,-0.9,7.71,0.28,-0.08,-0.05,MOV
6.25,-0.83,7.53,0.23,-0.07,-0.09,MOV
5.86,-1.11,8.09,0.19,-0.07,-0.09,MOV
6.0,-0.95,8.07,0.23,-0.09,-0.05,MOV
6.71,-0.92,7.81,0.28,-0.1,-0.06,MOV
6.53,-0.79,7.78,0.22,-0.08,-0.12,MOV
5.54,-1.01,8.36,0.17,-0.06,-0.11,MOV
5.54,-1.04,8.06,0.22,-0.06,-0.06,MOV
6.56,-0.93,7.41,0.25,-0.09,-0.09,MOV
6.75,-0.75,7.57,0.21,-0.09,-0.14,MOV
6.06,-0.99,8.25,0.16,-0.08,-0.12,MOV
5.74,-1.04,8.32,0.21,-0.07,-0.08,MOV
6.22,-0.83,7.69,0.24,-0.06,-0.11,MOV
6.43,-0.79,7.52,0.19,-0.07,-0.16,MOV
5.99,-1.06,8.13,0.15,-0.07,-0.14,MOV
6.02,-1.0,8.21,0.2,-0.08,-0.1,MOV
6.63,-0.79,7.7,0.23,-0.09,-0.12,MOV
6.32,-0.77,7.77,0.19,-0.07,-0.17,MOV
5.51,-1.03,8.28,0.14,-0.06,-0.16,MOV
5.71,-1.02,8.0,0.18,-0.06,-0.12,MOV
6.81,-0.85,7.44,0.22,-0.09,-0.13,MOV
6.61,-0.79,7.8,0.18,-0.08,-0.18,MOV
5.78,-1.04,8.44,0.14,-0.07,-0.16,MOV
5.53,-0.95,8.28,0.18,-0.06,-0.12,MOV
6.31,-0.82,7.47,0.22,-0.07,-0.14,MOV
6.59,-0.89,7.53,0.18,-0.08,-0.18,MOV
6.0,-0.96,8.17,0.13,-0.08,-0.16,MOV
5.98,-0.85,8.1,0.18,-0.08,-0.12,MOV
6.45,-0.85,7.63,0.22,-0.08,-0.14,MOV
6.21,-0.77,7.72,0.18,-0.06,-0.18,MOV
5.62,-1.04,8.15,0.13,-0.06,-0.16,MOV
5.96,-0.89,7.92,0.19,-0.07,-0.12,MOV
6.78,-0.88,7.66,0.22,-0.09,-0.13,MOV
6.62,-0.73,7.75,0.18,-0.09,-0.17,MOV
5.58,-0.98,8.41,0.13,-0.06,-0.16,MOV
5.5,-0.86,8.17,0.18,-0.05,-0.12,MOV
6.48,-0.95,7.42,0.22,-0.08,-0.13,MOV
6.72,-0.8,7.58,0.19,-0.09,-0.17,MOV
6.02,-1.0,8.24,0.14,-0.08,-0.15,MOV
5.8,-0.85,8.26,0.19,-0.07,-0.11,MOV
6.31,-0.84,7.63,0.23,-0.07,-0.13,MOV
6.3,-0.79,7.63,0.18,-0.07,-0.17,MOV
5.78,-0.99,8.12,0.14,-0.06,-0.15,MOV
6.06,-0.84,8.15,0.19,-0.08,-0.11,MOV
6.76,-0.79,7.62,0.23,-0.09,-0.12,MOV
6.41,-0.77,7.82,0.19,-0.08,-0.16,MOV
5.45,-0.95,8.28,0.15,-0.05,-0.14,MOV
5.59,-0.93,8.09,0.19,-0.06,-0.1,MOV
6.71,-0.93,7.48,0.24,-0.1,-0.1,MOV
6.7,-0.76,7.81,0.2,-0.09,-0.14,MOV
5.84,-0.92,8.38,0.15,-0.08,-0.13,MOV
5.56,-0.86,8.36,0.21,-0.06,-0.09,MOV
6.27,-0.85,7.61,0.24,-0.08,-0.1,MOV
6.41,-0.88,7.66,0.21,-0.09,-0.14,MOV
5.9,-0.88,8.15,0.16,-0.08,-0.13,MOV
6.03,-0.81,8.11,0.21,-0.08,-0.08,MOV
6.55,-0.87,7.73,0.26,-0.09,-0.09,MOV
6.2,-0.85,7.89,0.21,-0.08,-0.12,MOV
5.44,-0.83,8.13,0.16,-0.06,-0.12,MOV
5.84,-0.91,8.0,0.22,-0.07,-0.07,MOV
6.8,-0.92,7.62,0.26,-0.11,-0.07,MOV
6.68,-0.75,7.78,0.22,-0.1,-0.11,MOV
